respondent_id,business_type,city_tier,region,years_of_operation,n_employees,annual_revenue_band,business_size,customer_facing_packaging,decision_maker,n_decision_stakeholders,supplier_approval_formality,purchase_decision_complexity,days_to_approve_supplier,owner_involvement,current_packaging_material,monthly_packaging_spend,order_frequency,monthly_order_volume,current_supplier_type,uses_plastic_packaging,usecase_takeaway,usecase_dinein,usecase_delivery,usecase_retail,usecase_ecommerce,usecase_gifting,usecase_storage,usecase_transport,pref_food_containers,pref_bowls,pref_cups,pref_carry_bags,pref_paper_mailers,pref_corrugated_boxes,pref_meal_trays,pref_protective_packaging,pref_premium_branded,req_food_safe,req_leak_proof,req_heat_resistance,req_strength_durability,req_design_branding,req_compostability,req_appearance,pain_high_cost,pain_poor_quality,pain_delayed_delivery,pain_inconsistent_quality,pain_no_eco_options,pain_poor_customization,pain_limited_reliability,pain_moq_issue,pain_lead_time,sustainability_importance,plastic_impact_awareness,customer_demand_eco,regulatory_pressure_awareness,esg_image_importance,certification_required,lab_test_required,trust_biodegradable_claims,greenwashing_concern,barrier_higher_price,barrier_quality_concern,barrier_current_relationship,barrier_lack_trusted_suppliers,barrier_supply_inconsistency,barrier_lack_awareness,barrier_customer_rejection_fear,barrier_operational_risk,cb_samples,cb_pilot_order,cb_competitive_pricing,cb_bulk_discount,cb_quality_warranty,cb_certification_proof,cb_delivery_reliability,cb_custom_branding,cb_flexible_payment,adoption_intention,likely_adopter,expected_biodegradable_budget,willingness_to_pay_premium_pct,lead_priority_score,feedback_text,referral_count,supplier_pain_score,switching_barrier_score,trust_builder_score,sustainability_mindset_score,packaging_demand_score,price_sensitivity_score,adoption_readiness_score,commercial_value_score,operational_risk_score,customer_visibility_score,product_fit_score,customer_value_segment,adoption_risk_category
ECV2064,Cloud Kitchen,Tier 2,South,4,203,> 50 Cr,Large,Yes,Procurement Head,6,Medium,High,32.0,Always,Mixed (Plastic + Paper),112288,Bi-weekly,727,Multiple Small Suppliers,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,4,5,5,5,3,1,2,No,Yes,Yes,No,No,No,Yes,Yes,No,3,5,3.0,5,4,Yes,Yes,4,3,2,4,4,4,2,2,3,3,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,4,Yes,92109,15.3,65.6,Bulk pricing and dependable delivery will be the deciding factor for us.,8,4,24,6,4.0,6,1.8700000000000003,56.75,97.4,9.0,5,27,Medium Value,Warm Lead
ECV2065,Other,Tier 2,North,14,113,2 - 10 Cr,Medium,Yes,Operations Manager,4,High,Medium,10.0,Always,Plastic,53214,Weekly,427,Online Marketplace,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,5,5,5,5,3,3,3,No,No,Yes,Yes,No,No,No,No,Yes,1,4,3.0,1,5,No,Yes,5,5,3,5,5,4,5,4,4,3,Yes,Yes,Yes,No,Yes,No,No,No,Yes,1,No,40997,12.3,36.4,We tried paper containers but they leaked and customers complained.,2,3,33,5,2.8,5,4.67,32.26,90.17,14.5,3,28,Medium Value,Cold Lead
ECV2066,Café,Tier 1,South,10,49,10 - 50 Cr,Small,Yes,Operations Manager,1,High,High,6.0,Rarely,Plastic,16547,Monthly,200,Direct Manufacturer,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,5,3,4,5,3,5,4,Yes,No,No,Yes,Yes,No,No,No,No,4,4,3.0,4,2,No,No,3,2,3,4,3,3,5,1,3,3,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,3,No,15177,12.1,49.6,Interested but need more information on pricing and durability.,7,3,25,7,3.4,4,4.69,44.46,80.0,13.5,5,26,Medium Value,Cold Lead
ECV2067,Retail Store,Tier 1,West,2,22,2 - 10 Cr,Small,No,Operations Manager,2,Low,Low,13.0,Sometimes,Mixed (Plastic + Paper),23516,Weekly,200,Direct Manufacturer,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,5,4,5,5,3,2,3,No,No,No,No,No,Yes,No,Yes,No,3,3,2.0,1,3,No,Yes,3,5,2,5,3,2,3,3,3,3,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,1,No,12223,16.6,36.0,Biodegradable options are too expensive for our margins right now.,3,2,24,7,2.4,6,2.14,25.68,82.46,11.0,6,28,Medium Value,Cold Lead
ECV2068,Restaurant,Tier 1,Central,2,93,10 - 50 Cr,Medium,Yes,Founder / Director,2,Medium,Low,7.0,Sometimes,Paper / Cardboard,113440,Daily,11901,Multiple Small Suppliers,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,4,5,4,4,4,5,4,No,No,Yes,Yes,No,No,Yes,Yes,Yes,4,4,5.0,2,5,Yes,Yes,2,3,4,4,2,2,4,4,1,2,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,4,Yes,62529,20.8,68.5,We need eco-friendly packaging to meet customer expectations.,7,5,23,7,4.0,6,4.720000000000001,59.57,97.47,11.5,4,30,Medium Value,Warm Lead
ECV2069,Café,Tier 2,South,4,48,50L - 2 Cr,Small,Yes,Operations Manager,1,High,Medium,1.0,Always,Plastic,9190,Weekly,200,Multiple Small Suppliers,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,3,4,3,5,3,4,2,No,Yes,No,No,Yes,No,No,No,No,3,2,3.0,1,5,Yes,Yes,1,3,3,5,2,5,5,2,2,2,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,3,No,7083,15.5,42.3,Open to discussion but cost-benefit needs to make sense for our scale.,4,2,26,7,2.8,3,4.3500000000000005,33.75,73.88,12.0,7,22,Low Value,Cold Lead
ECV2070,E-commerce Seller,Tier 3,Central,2,33,50L - 2 Cr,Small,Yes,Procurement Head,2,Medium,Medium,3.0,Rarely,Paper / Cardboard,30894,Daily,1879,Direct Manufacturer,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,5,5,4,4,1,3,4,No,No,No,Yes,Yes,No,No,No,No,4,4,3.0,5,5,No,Yes,4,2,3,4,3,4,4,3,4,4,Yes,No,Yes,No,No,Yes,Yes,No,Yes,3,No,20648,24.8,55.3,"We are evaluating options, no immediate decision planned this quarter.",6,2,29,5,4.2,6,3.02,49.61,88.37,13.5,7,29,Medium Value,Cold Lead
ECV2071,Hotel,Tier 2,West,13,48,2 - 10 Cr,Small,Yes,Founder / Director,1,Medium,Medium,16.0,Sometimes,Paper / Cardboard,37957,Weekly,447,Online Marketplace,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,4,4,2,4,4,3,5,Yes,No,Yes,No,Yes,No,Yes,No,No,5,4,5.0,3,4,No,No,3,4,4,2,4,4,4,4,1,5,No,No,Yes,Yes,No,Yes,Yes,No,Yes,5,Yes,28230,13.0,74.4,We need eco-friendly packaging to meet customer expectations.,7,4,28,5,4.2,5,5.500000000000001,54.65,87.81,11.0,7,25,Medium Value,Warm Lead
ECV2072,Café,Tier 2,West,4,34,2 - 10 Cr,Small,Yes,Procurement Head,2,Medium,Medium,4.0,Sometimes,Biodegradable (Partial),15481,Weekly,200,Online Marketplace,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,5,4,3,4,3,1,3,Yes,Yes,No,No,No,No,No,Yes,No,3,5,3.0,3,5,Yes,Yes,4,4,3,3,3,5,4,5,2,3,No,No,Yes,Yes,Yes,No,Yes,Yes,No,4,Yes,11598,12.6,51.3,Sustainability is a big priority for our brand image this year.,4,3,28,5,3.8,4,4.24,46.78,79.53,10.0,5,22,Medium Value,Cold Lead
ECV2073,FMCG / Food Processing,Tier 3,West,9,65,2 - 10 Cr,Medium,Yes,Owner,1,Low,Medium,7.0,Sometimes,Aluminium / Foil,101757,Bi-weekly,490,Local Wholesaler,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,4,5,5,3,4,4,5,No,Yes,No,No,Yes,No,Yes,Yes,Yes,3,4,5.0,3,3,No,Yes,3,5,4,5,3,1,3,4,3,4,Yes,No,Yes,No,Yes,Yes,No,No,No,1,No,77464,15.5,45.4,We tried paper containers but they leaked and customers complained.,4,5,27,4,3.6,2,4.8500000000000005,51.44,88.71,12.0,6,20,Medium Value,Warm Lead
ECV2074,E-commerce Seller,Tier 2,South,11,10,50L - 2 Cr,Small,Yes,Owner,1,High,Medium,6.0,Always,Plastic,29541,Daily,3386,Direct Manufacturer,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,3,4,3,4,3,3,4,No,Yes,Yes,No,Yes,No,Yes,No,Yes,3,3,4.0,3,4,No,Yes,4,4,5,3,5,2,3,3,3,3,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,2,No,22480,11.9,46.5,Lead times and minimum order quantities are usually a problem with eco suppliers.,5,5,27,6,3.4,6,6.51,47.55,88.05,9.0,6,26,Medium Value,Cold Lead
ECV2075,Cloud Kitchen,Tier 1,West,1,65,10 - 50 Cr,Medium,Yes,Procurement Head,3,High,Low,14.0,Always,Plastic,115101,Weekly,1977,Distributor,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,5,5,3,5,2,5,4,No,Yes,No,No,No,No,Yes,Yes,Yes,5,5,3.0,3,4,Yes,No,3,2,2,4,3,2,5,1,5,2,Yes,Yes,No,No,Yes,Yes,No,Yes,No,5,Yes,110734,19.0,79.9,Bulk pricing and dependable delivery will be the deciding factor for us.,6,4,24,5,4.0,5,2.6999999999999997,56.78,95.58,11.0,6,30,Medium Value,Warm Lead
ECV2076,Caterer,Tier 3,East,4,34,50L - 2 Cr,Small,Yes,Chef / Kitchen Manager,2,High,Medium,9.0,Sometimes,Mixed (Plastic + Paper),21908,Monthly,200,Local Wholesaler,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,5,4,3,3,3,3,4,No,Yes,Yes,No,No,Yes,Yes,No,Yes,4,4,3.0,4,3,No,Yes,2,4,3,4,4,1,3,1,3,4,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,2,No,16827,15.4,49.2,Open to discussion but cost-benefit needs to make sense for our scale.,3,5,23,6,3.6,4,3.5600000000000005,52.79,81.96,11.0,5,23,Medium Value,Warm Lead
ECV2077,Caterer,Tier 1,West,6,95,> 50 Cr,Medium,Yes,Chef / Kitchen Manager,2,Medium,Medium,16.0,Sometimes,Paper / Cardboard,50780,Weekly,552,Online Marketplace,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,5,3,2,4,3,3,4,No,No,Yes,Yes,Yes,No,Yes,No,No,5,3,3.0,3,3,No,No,4,4,5,3,3,4,4,2,3,3,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,4,Yes,28714,14.5,68.1,"Eco-friendly is the future, we want to be early movers in our segment.",8,4,27,6,3.4,4,6.6499999999999995,46.2,87.85,11.5,4,23,Medium Value,Cold Lead
ECV2078,Retail Store,Tier 1,North,8,115,> 50 Cr,Medium,Yes,Procurement Head,3,Medium,Medium,15.0,Rarely,Plastic,33250,Daily,2852,Local Wholesaler,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,4,4,4,3,3,1,5,Yes,No,No,Yes,No,No,No,Yes,No,4,5,2.0,2,3,No,Yes,3,2,3,3,4,2,3,4,2,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,Yes,32422,14.3,59.9,Bulk pricing and dependable delivery will be the deciding factor for us.,4,3,25,9,3.2,5,3.6700000000000004,42.89,86.88,11.5,7,22,Medium Value,Cold Lead
ECV2079,Cloud Kitchen,Tier 2,West,12,135,10 - 50 Cr,Medium,Yes,Owner,2,High,High,7.0,Sometimes,Mixed (Plastic + Paper),81953,Weekly,1258,Direct Manufacturer,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,4,4,3,3,2,4,4,Yes,No,No,Yes,No,No,No,No,No,2,3,1.0,1,5,No,Yes,3,1,5,4,4,3,3,3,2,3,No,Yes,No,No,Yes,No,Yes,No,Yes,3,No,78722,5.9,53.3,Considering this as part of our broader sustainability roadmap.,6,2,27,4,2.4,7,7.11,30.78,97.2,11.5,6,29,Medium Value,Cold Lead
ECV2080,Cloud Kitchen,Tier 3,Central,26,215,10 - 50 Cr,Large,Yes,Chef / Kitchen Manager,4,Medium,Medium,19.0,Always,Paper / Cardboard,79382,Daily,8451,Direct Manufacturer,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,4,4,3,3,5,4,5,No,No,No,Yes,Yes,No,No,Yes,No,2,3,2.0,5,5,No,No,1,2,5,4,2,3,5,4,2,4,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,3,No,51544,12.2,52.7,Open to discussion but cost-benefit needs to make sense for our scale.,4,3,29,6,3.4,4,7.28,43.14,90.97,14.5,6,23,Medium Value,Cold Lead
ECV2081,FMCG / Food Processing,Tier 1,South,19,132,> 50 Cr,Medium,Yes,Procurement Head,3,Low,Medium,7.0,Always,Plastic,197852,Monthly,523,Distributor,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,2,4,4,4,2,5,3,No,Yes,No,Yes,No,No,Yes,Yes,No,4,4,1.0,4,4,Yes,Yes,4,4,3,4,2,3,4,3,3,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,3,No,150208,12.2,63.3,Need to see samples and understand the supply terms before committing.,5,4,25,8,3.4,3,4.28,49.43,95.37,12.5,5,21,Medium Value,Cold Lead
ECV2082,FMCG / Food Processing,Tier 2,Central,6,92,10 - 50 Cr,Medium,No,Committee,3,Low,Medium,18.0,Sometimes,Plastic,230170,Weekly,4609,Local Wholesaler,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,4,3,4,3,5,2,5,Yes,Yes,No,No,No,No,Yes,Yes,Yes,3,4,2.0,3,3,Yes,Yes,1,3,3,2,5,5,2,3,5,4,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,1,No,185772,13.9,51.1,We tried paper containers but they leaked and customers complained.,4,5,29,6,3.0,2,3.31,37.62,90.43,8.0,1,16,Medium Value,Cold Lead
ECV2083,E-commerce Seller,Tier 1,South,6,12,2 - 10 Cr,Small,Yes,Chef / Kitchen Manager,1,Medium,Low,3.0,Always,Mixed (Plastic + Paper),61566,Daily,5204,Direct Manufacturer,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,3,2,2,4,1,4,3,Yes,No,Yes,No,No,No,No,No,No,5,5,4.0,4,4,Yes,Yes,4,5,4,3,4,4,4,2,2,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,5,Yes,39230,19.1,75.5,"Our customers ask for sustainable packaging, so this is a serious option.",6,2,25,7,4.4,7,4.890000000000001,56.03,95.2,9.0,7,27,Medium Value,Warm Lead
ECV2084,Other,Tier 1,North,18,2,50L - 2 Cr,Micro,Yes,Operations Manager,1,Medium,High,3.0,Sometimes,Plastic,7166,Monthly,200,Local Wholesaler,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,4,5,2,4,4,4,3,No,Yes,Yes,No,No,No,No,No,No,3,3,3.0,5,2,Yes,No,3,5,5,5,2,1,2,4,3,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,No,5758,6.0,36.3,Lead times and minimum order quantities are usually a problem with eco suppliers.,4,2,24,9,3.2,2,6.7,39.85,70.14,9.0,3,21,Low Value,Cold Lead
ECV2085,Retail Store,Tier 1,North,7,103,> 50 Cr,Medium,Yes,Procurement Head,3,Medium,Medium,18.0,Always,Mixed (Plastic + Paper),51596,Monthly,200,Local Wholesaler,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,4,3,4,4,4,2,5,No,Yes,No,Yes,Yes,Yes,No,No,No,4,4,5.0,3,2,No,Yes,4,4,4,5,3,3,5,4,2,4,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,1,No,34257,18.7,48.1,"Greenwashing is everywhere, hard to trust biodegradable claims without proof.",3,4,30,7,3.6,3,5.33,46.22,85.96,15.5,5,19,Medium Value,Cold Lead
ECV2086,E-commerce Seller,Tier 2,West,4,18,2 - 10 Cr,Small,Yes,Procurement Head,1,Medium,Medium,5.0,Always,Plastic,28853,Bi-weekly,200,Online Marketplace,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,4,4,4,2,3,3,3,Yes,Yes,No,Yes,No,No,No,No,No,5,3,3.0,5,5,Yes,No,3,4,4,4,4,2,2,3,2,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,5,Yes,17289,25.9,66.3,Sustainability is a big priority for our brand image this year.,4,3,24,7,4.2,6,3.41,55.52,87.89,10.5,4,25,Medium Value,Warm Lead
ECV2087,E-commerce Seller,Tier 3,East,13,329,> 50 Cr,Large,Yes,Operations Manager,8,Medium,Low,33.0,Always,Paper / Cardboard,163810,Weekly,2679,Local Wholesaler,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,5,4,3,3,1,2,5,No,No,No,Yes,No,Yes,No,Yes,Yes,2,4,4.0,3,4,No,Yes,3,5,4,3,1,5,3,3,1,3,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,4,Yes,110399,5.2,60.4,Happy to try a pilot order if samples are good and certifications check out.,6,4,23,7,3.4,6,5.880000000000001,50.81,100.05,10.5,4,26,High Value,Warm Lead
ECV2088,Caterer,Tier 1,South,8,7,2 - 10 Cr,Micro,No,Operations Manager,1,High,High,14.0,Sometimes,Plastic,13708,Weekly,200,Local Wholesaler,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,5,4,3,5,3,2,3,No,No,Yes,Yes,Yes,No,No,No,Yes,2,5,3.0,5,5,Yes,No,2,4,4,5,3,5,5,1,2,3,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,1,No,8802,10.0,31.1,"Greenwashing is everywhere, hard to trust biodegradable claims without proof.",4,4,28,7,4.0,5,6.2,45.03,76.68,14.5,3,26,Medium Value,Cold Lead
ECV2089,Café,Tier 1,East,2,89,> 50 Cr,Medium,Yes,Owner,3,High,High,9.0,Always,Paper / Cardboard,27059,Quarterly,200,Local Wholesaler,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,5,5,4,3,2,3,5,Yes,No,No,No,No,No,No,No,No,4,4,3.0,3,4,Yes,No,1,4,4,5,4,3,3,3,2,2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,4,Yes,18056,14.7,57.9,Sustainability is a big priority for our brand image this year.,5,1,26,7,3.6,6,4.930000000000001,42.65,87.44,10.0,5,28,Medium Value,Cold Lead
ECV2090,Cloud Kitchen,Tier 1,South,5,53,> 50 Cr,Medium,Yes,Owner,2,Medium,Medium,14.0,Sometimes,Plastic,111413,Weekly,1265,Direct Manufacturer,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,5,5,4,4,3,3,4,Yes,Yes,No,No,No,No,No,No,No,4,4,5.0,3,1,No,No,3,1,4,2,3,2,4,3,4,4,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,4,Yes,61215,18.8,66.8,Happy to try a pilot order if samples are good and certifications check out.,5,2,26,7,3.4,2,4.920000000000001,43.95,89.35,10.0,5,21,Medium Value,Cold Lead
ECV2091,Retail Store,Tier 1,South,2,8,2 - 10 Cr,Micro,Yes,Chef / Kitchen Manager,2,Medium,Medium,17.0,Always,Paper / Cardboard,5371,Monthly,200,Local Wholesaler,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,4,4,4,4,4,3,3,Yes,No,No,Yes,No,No,No,No,Yes,3,3,5.0,5,5,Yes,No,3,3,4,5,4,4,3,3,1,2,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,3,No,3517,12.4,40.3,Considering this as part of our broader sustainability roadmap.,5,3,26,6,4.2,4,5.16,51.91,72.12,11.5,5,23,Low Value,Warm Lead
ECV2092,Cloud Kitchen,Tier 2,West,1,53,2 - 10 Cr,Medium,Yes,Operations Manager,1,High,Medium,14.0,Rarely,Plastic,53950,Bi-weekly,349,Distributor,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,5,5,4,4,3,4,3,Yes,No,No,No,No,No,Yes,Yes,Yes,4,3,3.0,3,3,No,Yes,3,2,4,4,2,4,4,4,3,3,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,3,No,51795,20.7,55.5,"We are evaluating options, no immediate decision planned this quarter.",3,4,28,6,3.2,5,4.73,43.07,90.27,11.0,5,28,Medium Value,Cold Lead
ECV2093,Cloud Kitchen,Tier 2,West,21,21,2 - 10 Cr,Small,Yes,Chef / Kitchen Manager,2,High,Low,24.0,Sometimes,Mixed (Plastic + Paper),25423,Monthly,200,Distributor,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,5,3,3,3,3,4,3,Yes,Yes,No,No,No,No,Yes,No,No,3,4,2.0,3,3,Yes,No,4,5,3,3,5,3,3,3,3,3,No,No,Yes,Yes,No,No,Yes,Yes,No,3,No,13928,7.8,47.4,Open to discussion but cost-benefit needs to make sense for our scale.,4,3,26,4,3.0,5,4.32,39.37,85.0,9.0,6,25,Medium Value,Cold Lead
ECV2094,Hotel,Tier 2,West,7,41,2 - 10 Cr,Small,Yes,Operations Manager,3,Low,Medium,11.0,Sometimes,Plastic,47271,Weekly,786,Local Wholesaler,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,5,3,5,2,5,4,4,No,Yes,No,No,No,Yes,Yes,Yes,Yes,3,3,3.0,4,4,No,No,3,2,5,5,1,1,3,5,3,5,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,1,No,27761,8.1,44.6,Lead times and minimum order quantities are usually a problem with eco suppliers.,5,5,28,7,3.4,2,6.890000000000001,47.32,83.35,13.0,7,18,Medium Value,Cold Lead
ECV2095,Café,Tier 1,East,5,42,2 - 10 Cr,Small,Yes,Chef / Kitchen Manager,2,High,Medium,6.0,Rarely,Mixed (Plastic + Paper),24808,Monthly,200,Local Wholesaler,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,3,5,3,4,4,3,5,No,No,No,No,Yes,Yes,No,No,Yes,4,4,4.0,3,3,Yes,Yes,5,2,4,3,1,3,2,3,1,1,No,Yes,No,Yes,No,Yes,No,No,Yes,5,Yes,16305,15.6,67.1,Open to switching if pricing is competitive and quality is proven.,8,3,18,4,3.6,4,4.4399999999999995,52.94,82.83,6.0,7,23,Medium Value,Warm Lead
ECV2096,Cloud Kitchen,Tier 2,Central,4,21,10 - 50 Cr,Small,Yes,Chef / Kitchen Manager,1,Medium,Low,12.0,Rarely,Plastic,43887,Monthly,200,Direct Manufacturer,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,4,4,5,4,5,3,4,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,4,4,4.0,1,2,Yes,No,2,3,4,3,4,3,4,4,2,2,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,3,No,28903,15.9,57.9,Considering this as part of our broader sustainability roadmap.,5,6,26,7,3.0,4,5.210000000000001,46.03,86.83,10.5,5,23,Medium Value,Cold Lead
ECV2097,E-commerce Seller,Tier 1,South,7,31,2 - 10 Cr,Small,Yes,Chef / Kitchen Manager,1,High,Medium,13.0,Rarely,Plastic,52018,Monthly,200,Online Marketplace,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,3,5,1,5,3,2,4,No,No,Yes,Yes,Yes,No,No,Yes,Yes,4,2,3.0,3,5,No,No,5,5,5,3,3,3,4,3,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,3,No,29068,17.2,58.5,Need to see samples and understand the supply terms before committing.,5,5,23,8,3.4,3,6.38,51.43,86.02,9.5,5,21,Medium Value,Warm Lead
ECV2098,E-commerce Seller,Tier 1,South,4,19,10 - 50 Cr,Small,Yes,Operations Manager,3,High,High,10.0,Always,Paper / Cardboard,51287,Monthly,200,Local Wholesaler,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,4,3,2,5,4,4,4,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,5,4,2.0,3,4,Yes,Yes,3,5,2,2,1,1,4,1,4,3,Yes,No,Yes,Yes,No,No,Yes,No,No,4,Yes,38300,18.0,69.3,Bulk pricing and dependable delivery will be the deciding factor for us.,5,6,18,4,3.6,4,2.4000000000000004,59.81,87.92,9.0,5,24,Medium Value,Warm Lead
ECV2099,Restaurant,Tier 3,North,3,4,< 50L,Micro,Yes,Committee,1,Medium,Low,10.0,Always,Plastic,7695,Monthly,200,Distributor,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,4,5,4,4,3,5,2,Yes,No,Yes,No,No,No,No,Yes,Yes,3,3,5.0,2,2,Yes,No,4,3,3,4,4,4,4,3,3,3,Yes,No,Yes,Yes,Yes,Yes,No,No,No,2,No,4563,10.9,35.8,Lead times and minimum order quantities are usually a problem with eco suppliers.,6,4,28,5,3.0,5,4.41,38.34,76.64,11.0,7,28,Medium Value,Cold Lead
ECV2100,Restaurant,Tier 2,East,5,49,10 - 50 Cr,Small,Yes,Operations Manager,2,High,Medium,27.0,Sometimes,Biodegradable (Partial),33201,Weekly,605,Multiple Small Suppliers,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,4,4,5,4,4,5,4,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,2,4,2.0,4,5,Yes,Yes,4,4,4,2,2,3,2,2,1,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,No,31604,1.8,35.0,Cost pressure is too high to absorb a price premium for green packaging.,6,6,21,9,3.4,5,5.82,54.49,86.87,10.5,5,27,Medium Value,Warm Lead
ECV2101,Cloud Kitchen,Tier 3,East,17,131,> 50 Cr,Medium,Yes,Chef / Kitchen Manager,3,High,Low,16.0,Sometimes,Mixed (Plastic + Paper),34836,Bi-weekly,207,Local Wholesaler,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,5,4,4,4,2,4,4,No,Yes,No,No,Yes,Yes,No,No,Yes,3,4,3.0,3,2,No,Yes,1,3,4,3,4,2,5,4,4,4,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,3,No,20654,6.6,50.1,Interested but need more information on pricing and durability.,2,4,30,7,3.0,4,6.54,38.55,85.21,12.0,5,25,Medium Value,Cold Lead
